id,tweet_text,time_will_tell,distrust_experts,too_fast_early_dev,natural_traditional_is_better,liberty_freedom,hidden_motives,scapegoat,defend_the_weak,wicked_fairness,none,source
669,hoekom adverteer julle vaccines en julle weet dat mense doodgaan van die vaccines It's poison. It kills therefore it's poison. Share this!!!,0,0,0,0,0,0,0,0,0,1,vaccine
670,"Anyone still taking 'vaccines' and hoping to become a parent one day, may want to read this",0,0,0,0,0,0,0,0,0,1,vaccine
671,"Except it isn't, vaccines with unhealthy ingredients resulting in undermining the operation of the human body is what is becoming evident. Let justice be served where there is injustice.",0,0,0,0,0,0,0,0,0,1,vaccine
672,"Apparently, this Omicron variant is very very good at evading immunity and getting around vaccination. The solution? A third, fourth or fifth shot of the same outdated (and risky) vaccine, depending on how many you've got already.",0,0,0,0,0,0,0,0,0,1,vaccine
673,You can keep raising your daughter to be a moral less whore wear your mask get her an experimental vaccine that causes infertility and be happy.,0,0,0,0,0,0,0,0,0,1,vaccine
674,Completely agree with this statement. However we're was there right to choose when you forced the entire nation to take an experimental vaccine that is killing people ? Double standards much?,0,0,0,0,1,0,0,0,0,0,vaccine
675,"New Study Confirms That Experimental Covid-19 Vaccines Impact Male Fertility Pfizer's novel Covid-19 vaccine leads to lower levels of fertility in men, according to a new peer-reviewed study. Full statement:",0,0,0,0,0,0,0,0,0,1,vaccine
676,Forced experimental vaccines who doesn't work and does more harm to children and babies is also a crime,0,0,0,0,1,0,0,1,0,0,vaccine
677,"Nonsense, many of those did not need the jab and would have recovered, fact. What we now know is that the vaccine has killed more than it has saved,	 fact. It has also undermined the natural immune system because it NEVER was a vaccine! FACT! So naff off Mr Village idiot!",0,1,0,0,0,0,0,0,0,0,vaccine
678,Dr Michael Palmer These mRNA Vaccines Are Designed to Poison People,0,0,0,0,0,0,0,0,0,1,vaccine
679,"They are Not vaccines! They R 'genetic injections' They have so many adverse effects -but these issues are just the vanguard of possible problems facing the jabbed. The truth is daunting: since we have no long-term studies, It could be worse than what we see so far :(",1,0,0,0,0,0,0,0,0,0,vaccine
680,"I remember when the 'vaccine' was first rolled out. There were stories about small, highly vaccinated populations like Gibraltar having huge spikes in Covid shortly after it was deployed. It makes things worse.",1,0,0,0,0,0,0,0,0,0,vaccine
681,Sure glad I'm vaccine free. Never wore a mask either.,0,0,0,0,0,0,0,0,0,1,vaccine
682,nvm shes gonna get me a vaccine i hate needles,0,0,0,0,0,0,0,0,0,1,vaccine
683, such bullshit - has nothing to do with vaccine ..,0,0,0,0,0,0,0,0,0,1,vaccine
684,How Long Does COVID-19 Vaccine Protection Last?,0,0,0,0,0,0,0,0,0,1,vaccine
685,"Messages obtained by Epoch Times through a Freedom of Information Act request Military Official Predicted mRNA COVID-19 Vaccines Might Be Paused Over Heart Inflammation - Harry Chang, a U.S. Army lieutenant colonel, made the prediction on April 27, 2021",0,0,0,0,0,0,0,0,0,1,vaccine
686,Pfizer drops India vaccine application after regulator seeks local trial,0,0,0,0,0,0,0,0,0,1,vaccine
687,"Don't get me wrong, what SCOTUS did is disgusting and it's a set back, but remember when Biden wanted to make the Covid vaccine mandatory for 2/3rd's of the United States workforce? What happened to 'my body, my choice' then? Can't be on both sides.",0,0,0,0,1,0,0,0,0,0,vaccine
688,"Our president is sad, but calls for protestors to be peaceful. 'this is not over. You have the final say.'",0,0,0,0,0,0,0,0,0,1,vaccine
689,Can't mandate a vaccine or mask enforcements that could've saved so many lives but can mandate my fucking uterus. Definitely pro life tho right ?,0,0,0,0,1,0,0,0,0,0,vaccine
690,And mandatory vaccines?,0,0,0,0,0,0,0,0,0,1,vaccine
691,"Good Morning to everyone except for those who are pro-choice for abortion and pro vaccine mandates/passports. You can't advocate for bodily autonomy in one instance, but not the other. It's either our body our choice for all or nothing.",0,0,0,0,1,0,0,0,0,0,vaccine
692,Dr. Warrick wasted no time getting his youngest in for her COVID vaccine! See the CDC graphic to find out what your family may need.,0,0,0,0,0,0,0,0,0,1,vaccine
693,CDC panel recommends US seniors get souped-up flu vaccines - ABC News [via ],0,1,0,0,0,0,0,1,0,0,vaccine
694,"supports liberal cheaters and silences conservative views MyPillow CEO Says Walmart 'Canceling' Him, Pulling All Products From Stores: 'It's a Disgrace'",0,0,0,0,0,0,0,0,0,1,vaccine
695,"the government never said YOU HAVE to get the vaccine, private companies were allowed to make that decision on their own. governments are now saying YOU CAN'T have an abortion, there's no option B, private citizens can't make that choice. apples to oranges, educate yourself.",0,0,0,0,1,0,0,0,0,0,vaccine
696,"Spider plague, Spider plague. Make the normies run and gag.",0,0,0,0,0,0,0,0,0,1,vaccine
697,"Two Pfizer and BioNTech Covid-19 vaccine boosters updated to target the Omicron variant show a substantially higher immune response than the current Covid-19 vaccine, the companies said Saturday.",0,0,0,0,0,0,0,0,0,1,vaccine
698,"That's it. Six years have passed and this is ALL they have to celebrate. False claims about COVID vaccine, international reputation in ruins, 'freeports' that were allowed in the EU anyway. Just appalling dishonesty and pettiness. That's their 'win'. Yafuckinghoo for them...",0,0,0,0,0,0,0,0,0,1,vaccine
699,??Now Available! The Hidalgo County Health & Human Services department is offering COVID-19 Vaccines for children 6 months to 5 years old. Call today! ?? Pfizer and Moderna ? Monday - Friday/8am - 4:30pm ?? (956) 292-7765 ? FAQs:,0,0,0,0,0,0,0,0,0,1,vaccine
700,I can relate!!,0,0,0,0,0,0,0,0,0,1,vaccine
701,"These people have no moral grounds to speak from when it comes to body autonomy, Just a little bit ago they were forcing people to take a mRNA vaccine that they didn't want. ?????",0,0,0,0,1,0,0,0,0,0,vaccine
702,Here we go again. Thankful for vaccines but incredibly obsessed to keeping my loved ones and all immunocompromised safe through a multilayered approach. No other way to do it,0,0,0,0,0,0,0,0,0,1,vaccine
703,"But vaccines, big calls etc...",0,0,0,0,0,0,0,0,0,1,vaccine
704,This can fix all the problems remember. Just wear a condom like you wanted everyone to get the vaccine. Problem solved.,0,0,0,0,0,0,0,0,0,1,vaccine
705,BREAKING: Rabbit vaccine coming soon! Do not panic!,0,0,0,0,0,0,0,0,0,1,vaccine
706,Mathematical Modelling for Vaccine-preventable Diseases short course run by VIMC  & University of Cambridge for participants from LMICs. Apply now (closing 8th July),0,0,0,0,0,0,0,0,0,1,vaccine
707,"My latest for  - Toronto is ramping up vaccinations at city festivals, ahead of the fall. We look at the city's vaccine efforts and calls for Ontario to expand eligibility for fourth doses.",0,0,0,0,0,0,0,0,0,1,vaccine
708,"'Well,' said Javid, 'the government's agreed to buy Moderna's vaccines, the mRNA ones, for the next decade'.' Oh yeah?",0,0,0,0,0,0,0,0,0,1,vaccine
709,Hey man so you think that the vaccine is a choice right? And you believed that Gina's life was in danger if she took it? So why is it any different for an abortion? Why can't that be a choice? Because not getting the vaccine also puts living people at risk,0,0,0,0,1,0,0,0,0,0,vaccine
710,Moderna Seeks Emergency Authorization for Under-6 Covid Vaccine,0,0,0,0,0,0,0,0,0,1,vaccine
711,Hoping this is true for our Canadian friends who helped advocate for USA U5 vaccines with us. We stand with you too!,0,0,0,0,0,0,0,0,0,1,vaccine
712,This must be a joke...massive vaccine plant Biden will build???,0,0,0,0,0,0,0,0,0,1,vaccine
713,Attacking freedoms? Like the ability to say no to a trial vaccine injection? Or the right to bear arms? Hypocrite.,0,0,1,0,1,0,0,0,0,0,vaccine
714,The only 'fog' is that created by those who seem determined to blame everything on the vaccine. The reason VAERS etc. 'fail' is because it is corrupted by those trying to falsify the data you so desperately desire. Or just plain stupidity:,0,0,0,0,0,1,1,0,0,0,vaccine
715,?? Gareth Icke talks to Patrick Henningsen on Ukraine and Big Pharma's Vaccine Agenda,0,0,0,0,0,1,0,0,0,0,vaccine
716,"Ooooh! Only 'men who have sex with men' are eligible for money-pox, er, monkeypox vaccine at the current time. Explanation in another tweet from photographer of this photo.",0,0,0,0,0,0,0,0,0,1,vaccine
717,"2/3 banging on about the vaccine. For godsake sweetheart there is no proof of a depopulation agenda and 600% increase in this or that and it's clear the undertaker isn't the only one in the world who sees dead bodies you idiot, I cannot believe you still going on and on about",0,0,0,0,0,0,0,0,0,1,vaccine
718,"Plant-Based Vaccines May Revolutionize Aquaculture - A successful entrepreneur in California, John Blazevich has spearheaded and managed numerous businesses throughout his career. He was the leader of the ViVA! Food Group before retiring. John...",0,0,0,0,0,0,0,0,0,1,vaccine
719,"University of Leeds Researchers  and Jessica Swanson are developing a safer polio vaccine ????? VLP vaccines contain no genetic material from the polio virus, reducing the danger of the manufacturing process ??",0,0,0,0,0,0,0,0,0,1,vaccine
720,Emergent BioSolutions Announces FDA Acceptance of Biologics License Application for AV7909 Anthrax Vaccine Candidate,0,0,0,0,0,0,0,0,0,1,vaccine
721,Okay but Twitter is a private corporation so try reading the First Amendment again.,0,0,0,0,0,0,0,0,0,1,vaccine
722,Where is all of this coming from during Corona? regardless if you're going to die from the disease or not forcing people to take a vaccine so they can go to work is unacceptable but when it comes to abortions it I guess it's different,0,0,0,0,1,0,0,0,0,0,vaccine
723,"Vaccines are recommended throughout your child's life to protect against serious, sometimes deadly diseases. Find out which vaccines are recommended for your child based on their age. ??",0,0,0,0,0,0,0,0,0,1,vaccine
724,"'A vaccine not only helps you, but the people all around you in your life.' Just throwing around proven lies as facts huh? ??",0,0,0,0,0,1,0,0,0,0,vaccine
725,Sounds like this is what we need here.COVID-19 vaccine from Moderna 'provides good clinical protection' against Omicron subvariants,0,0,0,0,0,0,0,0,0,1,vaccine
726,Kamal FORCED women to take the vaccine shot against their will.,0,0,0,0,1,0,0,0,0,0,vaccine
727,Take more vaccine!,0,0,0,0,0,0,0,0,0,1,vaccine
728,What you need to know about Covid vaccines for children under age 5 $BNTX $PFE $MRNA,0,0,0,0,0,0,0,0,0,1,vaccine
729,Brighton cabbie played passenger anti-Covid vaccine podcast,0,0,0,0,0,0,0,0,0,1,vaccine
730,comparing the situation in the US to getting a vaccine grow tf up and educate yourselves,0,0,0,0,0,0,0,0,0,1,vaccine
731,"1st Covid vaccine for the littlest member of my family this weekend. ???? We went to Ward 1's new center on U Street NW and had a lot of organized, clearly communicated options in DC.",0,0,0,0,0,0,0,0,0,1,vaccine
732,"Maybe the survival rate of 99.98% has something to do with people not being obsessed with it. And the fact that most have immunity now, through infection and vaccines",0,0,0,0,0,0,0,0,0,1,vaccine
733,"The vaccines have definitely saved lives, especially of older people but it's worth reading this too since the Lancet has lost a lot of credibility over the past 3 years :",0,1,0,0,0,0,0,0,0,0,vaccine
734,I don't think any health officials are even trying to claim that vaccine stops or slows spread since omicron. Just that vaccinated will get less severe disease. Again should just be an individual choice.,0,0,0,0,1,0,0,0,0,0,vaccine
735,"hoping you can explain a paradox in your benefits of the Union to Scotland statement. According to you, a benefit to Scotland of being in the Union is covid vaccines. However, Norway isn't in the Union and they have vaccines Can you explain?",0,0,0,0,0,0,0,0,0,1,vaccine
736,Where are the women only social outings this weekend. I need a stiff one and not a penis.,0,0,0,0,0,0,0,0,0,1,vaccine
737,"Albert Bourla spoke to the three major networks last night about updated vaccines, and his excitement on visiting Israel after 40 years.",0,0,0,0,0,0,0,0,0,1,vaccine
738,The  has kept all Hawaii counties in the HIGH COVID-19 Community Level.?? ??Wearing a mask is highly recommended. ??Avoid large gatherings. ??Stay up-to-date with vaccines. CDC Community Level Tracker and info:,0,0,0,0,0,0,0,0,0,1,vaccine
739,"A Small Minority of the US Public Support Taking Covid 'Vaccines' as of June 22, 2022 | Scientific and Medical Research, Data, & Reports Compiled by K.Dopp, MS Mathematics",0,0,0,0,0,0,0,0,0,1,vaccine
740,Nope. Just follow the vaccine uptake maps from the height of Covid 19. That is/was a fair representation of the divide in our nation. Here is a truer representation of the last election. It's based on people.,0,0,0,0,0,0,0,0,0,1,vaccine
741,"Paso 1 1. Select the topic from the List. Petition for the Hispanic Community in the United States Topics: - Health Medical services, Dental services Mental health services Vaccines Medicines - Educa",0,0,0,0,0,0,0,0,0,1,vaccine
742,This aged well ??vaccines,0,0,0,0,0,0,0,0,0,1,vaccine
743,Vaccines and medications can affect men and women differently - and studies need to account for these differences.,0,0,0,0,0,0,0,0,0,1,vaccine
744,"Is this in reference to people losing their jobs or access to schools unless they get a mandatory vaccine? My body, my choice?",0,0,0,0,1,0,0,0,0,0,vaccine
745,"Someone explained to you before your difficulty in understanding papers, . Unsurprising coming from a misuser of VAERS 'VAERS is not designed to determine if a vaccine caused a health problem",0,0,0,0,0,0,0,0,0,1,vaccine
746,State Epidemiologist Encourages Families of Child Vaccine Benefits,0,0,0,0,0,0,0,0,0,1,vaccine
747,And I'm not the first to point this out. Doshi has had problematic vaccine views for *years*. Many of these well-documented by folks like,0,0,0,0,0,0,0,0,0,1,vaccine
748,'How many lives have been saved by covid-19 vaccines?',0,0,0,0,0,0,0,0,0,1,vaccine
749,"Meanwhile...In Canada - Health Canada has been so overwhelmed with the current 9,515 reports of SERIOUS injuries following vaccines, they haven't updated their stats in a month and a half.",0,1,0,0,0,0,0,0,0,0,vaccine
750,"100% female body autonomy should just be a thing. No matter whether it's abortion, vaccines, whatever. Easy.",0,0,0,0,1,0,0,0,0,0,vaccine
751,"Ask O?inbajo na. Abi, he was Tinubu boy until you people recently pushed him aimlessly. Clearly, this is still a hangover. Not sure its prevention vaccine is yet known. Mom, ? p?l? maa.",0,0,0,0,0,0,0,0,0,1,vaccine
752,Get your COVID-19 vaccine on Monday the 27th of June in Plymouth! Please see the graphic for the full details.,0,0,0,0,0,0,0,0,0,1,vaccine
753,"Here Is Your Morning Health Briefing: * About 20 million lives were saved by the COVID vaccine in its first year, according to new estimates. To read more visit:",0,0,0,0,0,0,0,0,0,1,vaccine
754,The vaccine are obviously dangerous! Just say NO!,0,0,0,0,0,0,0,0,0,1,vaccine
755,"Welcome to America where the ones screaming 'my body, my choice' bullshit about vaccines and masks, etc. Just took us back 50+ years. Their rights and choices 'matter' yet every one else's doesn't. ??????",0,0,0,0,1,0,0,0,0,0,vaccine
756,The vaccine is safe and effective,0,0,0,0,0,0,0,0,0,1,vaccine
757,This is by month.. We also have global stats which agree. Why are you so invested in these vaccines? It's bizarre that people who claim to care about health are so unconcerned about these clear red flags.,0,0,0,0,0,1,0,0,0,0,vaccine
758,"This peice by  captures so much of the disappointment that I have felt since the cancelation of OWS. We did the equivalent of the Apollo program in making these vaccines, and then dismantled the program out of short sightedness.",0,0,1,0,0,0,0,0,0,0,vaccine
759,"NSW public schools set to lift vaccine mandate for most teachers, staff",0,0,0,0,0,0,0,0,0,1,vaccine
760,"One is personal, the other is to save your and others lives. If we had 'bodily autonomy' for vaccines millions would be dead from Polio, Rubella, Measles, and so many others. Those who don't want to take vaccines are selfish, ignorant, and many are dead.",0,0,0,0,0,0,0,0,0,1,vaccine
761,"Great point - collectively, we failed to get the vaccine to hundreds of millions of people who needed it because Canada, the USA, the UK and others supported windfall profits of drug companies over peoples health. As a direct result, variants have multiplied.",0,0,0,0,0,1,0,0,0,0,vaccine
762,3/3 Bluetooth and the vaccine and there is zero proof of this ever been a thing. The fact is Tracy Whale you listen far to much of these loons and have spent one's life in the rabbit hole going over and over the same things like loredana. ??,0,0,0,0,0,0,0,0,0,1,vaccine
763,New Research: COVID-19 Vaccines Saved 20 Million Deaths Worldwide in the First Year - SciTechDaily [via ],0,0,0,0,0,0,0,0,0,1,vaccine
764,Another horror story from someone who took the covid vaccine.,0,0,0,0,0,0,0,0,0,1,vaccine
765,6. Secondly the maths only makes sense if the vaccine causes the deaths - and the report concludes that they didn't. The largest cause of death reported was Covid,0,0,0,0,0,0,1,0,0,0,vaccine
766,"Pro-mandate on vaccines greatly reduces the likelihood that a deadly virus will end your life against your will. There, I proved you wrong. I HATE how people don't think about tweets before liking them. Pure dumbassery.",0,0,0,0,1,0,0,0,0,0,vaccine
767,Hustle people- Get your Monkeypox Vaccine!!!!,0,0,0,0,0,0,0,0,0,1,vaccine
768,"10 facts about the COVID-19 vaccine. - The COVID-19 vaccine is free, safe and effective. - The country has four brands of COVID-19 vaccines received from the COVAX Facility and the African Union: AstraZeneca, Moderna, Johnson & Johnson and Pfizer vaccines.",0,0,0,0,0,0,0,0,0,1,vaccine
769,"Who will be the first Republican member of Congress to give all the Blood Money back to Pharma, call to Ban the Vaccines, and make a run at the GOP nomination?",0,0,0,0,0,1,0,0,0,0,vaccine
770,The irony of the forced vaccine crowd is remarkable. What goes around comes around I suppose.,1,0,0,0,1,0,0,0,0,0,vaccine
771,"This isn't a vaccine this it's women, trans women, non binary persons. I understood the logic behind not wanting or the argue of the vaccine but an unborn life over a actual human being. This shits getting scarys. It's like a handmaid's tale coming to life ??????",0,0,0,0,0,0,0,1,0,0,vaccine
772,"study showed that immune function among vaccinated individuals 8 months after the administration of two doses of COVID-19 vaccine was lower than that among the unvaccinated..As a safety measure, further booster vaccinations should be discontinued.",0,0,0,0,0,0,0,0,0,1,vaccine
773,2 1/2 years and we've never had a televised discussion where the public could hear the Pros and Cons of the vaccine.,0,0,0,0,0,1,0,0,0,0,vaccine
774,Celebrity Kids Getting the COVID-19 Vaccine - Hollywood Life,0,0,0,0,0,0,0,0,0,1,vaccine
775,that the company named its vaccine research center after him in 2016.,0,0,0,0,0,0,0,0,0,1,vaccine
776,Viral infections commonly cause myocarditis - you had no clue because you don't care - you just saw what seemed like an excuse for your fear of the vaccines and ran with it.,0,0,0,0,0,0,0,0,0,1,vaccine
777,"&gt,temporary &gt,tiny sample size &gt,single vaccine Genuine question, can you read?",0,0,0,0,0,0,0,0,0,1,vaccine
778,"Yea that's how I feel. They ruined that argument with the vaccine crap. People warned them they were, they continued. All they get is a...",0,0,0,0,0,0,0,0,0,1,vaccine
779,"Wise words from . Your vaccine, booster, and/or natural immunity IS NOT an impervious force field of protection. We all need non-pharmaceutical interventions to suppress community transmission, a cooperative responsibility. There is no such thing as personal air.",0,0,0,0,0,0,0,0,0,1,vaccine
780,"One vaccine mom said her poor babies have lived their whole life under covid fear, and now finally she can protect them with the shots. LOL",0,0,0,0,0,0,0,0,0,1,vaccine
781,You can call me squishy ??,0,0,0,0,0,0,0,0,0,1,vaccine
782,Exactly even our dogs have to have passports and vaccines and yet this lot just keep coming!!!!!,0,0,0,0,0,0,0,0,0,1,vaccine
783,"???? Once again:  should be helping Americans, including children, avoid Covid by pushing prevention instead of vaccines only.",0,0,0,0,0,1,0,1,0,0,vaccine
784,Covid: Vikki Spit receives first Covid vaccine damage payment in UK,0,0,0,0,0,0,0,0,0,1,vaccine
785,Need to start mandating vaccines????,0,0,0,0,0,0,0,0,0,1,vaccine
786,"With cases of monkeypox on the rise in the UK, vaccines are to be made available for gay and bisexual men currently at higher risk of exposure. Here's what you need to know about the virus and what to do if you have symptoms.",0,0,0,0,0,0,0,0,0,1,vaccine
787,"Because there are more people with vaccines, than without. That's simple middle school statistics. The vaccine is also safe, to call it the 'clot' shot ignores the huge numbers that contradict your uninformed world view.",0,0,0,0,0,0,0,0,0,1,vaccine
788,"Isn't it odd how law enforcement will beat the shit out of you for standing up against lockdowns, vaccine mandates, for calling out BLM and for stating only women have periods. And yet the police behave like this with this bunch of cretins.",0,0,0,0,0,0,0,0,0,1,vaccine
789,Dr. Naomi Wolf: Majority Of Covid Vaccine Adverse Events Occurring In 'Western Europe And America' - Whatfinger News' General Dispatch,0,0,0,0,0,0,0,0,0,1,vaccine
790,Remember when I said my body my choice for the vaccine and you said that's selfish ? Well I think killing babies is selfish sooo...,0,0,0,0,1,0,0,0,0,0,vaccine
791,"Getting COVID made me realize I seriously overestimated how 'young & healthy' I am. ?? In all honesty, I was genuinely afraid I was dying the first 36 hours except I had the exact same symptoms getting the vaccine (just SO much worse with COVID). Thank the Lord for the vaccine.",0,0,0,0,0,0,0,0,0,1,vaccine
792,"Not facts, vaccines reduce symptoms and transmisison between persons",0,0,0,0,0,0,0,0,0,1,vaccine
793,Vaccines and women's reproductive rights. Nothing more...,0,0,0,0,1,0,0,0,0,0,vaccine
794,"but when it comes to vaccines, it's okay for you to force people to get vaccinated because it doesn't fit your narrative.",0,0,0,0,1,0,0,0,0,0,vaccine
795,"Hi Dr. Jess- so sorry for the delayed response. The vaccines for kids under 5 is available at all of the clinics throughout the city- for sites, check here:",0,0,0,0,0,0,0,0,0,1,vaccine
796,NoCap - Vaccine (Clean),0,0,0,0,0,0,0,0,0,1,vaccine
797,There is not a single under 5 vaccine clinic in the Montgomery County system ( ) and  isn't expecting Moderna shots until at least a week into July. ??????,0,0,0,0,0,0,0,0,0,1,vaccine
798,The most infectious smile I swear ??????,0,0,0,0,0,0,0,0,0,1,vaccine
799,"Preliminary report, Predicting the antigenic evolution of SARS-COV-2 with deep learning: The severe acute respiratory syndrome coronavirus 2 (SARS-COV-2) antigenic profile evolves in response to the vaccine and natural infection-derived... Read more ?",0,0,0,0,0,0,0,0,0,1,vaccine
800,EUA amendment request for Pfizer-BioNTech COVID-19 Vaccine for Children and Babies,0,0,0,0,0,0,0,0,0,1,vaccine
801,There's no evidence that deaths from 'Sudden Adult Death Syndrome' are really caused by the Covid vaccines. There's also no evidence that the number of SADS deaths rose during the vaccination programme either.,0,0,0,0,0,0,0,0,0,1,vaccine
802,Hypocrite. Let's talk about vaccines now.,0,0,0,0,0,0,0,0,0,1,vaccine
803,A chimeric MERS-CoV virus-like particle vaccine protects mice against MERS-CoV challenge,0,0,0,0,0,0,0,0,0,1,vaccine
804,And again using peoples grief to push your agenda! Disgusting. Even the father stated within the article. How is this linked to the vaccine or than thru sick peoples need to try and prove their agenda?,0,0,0,0,0,1,0,0,0,0,vaccine
805,"Lying about going for a run, as he's lying about being at G7: Canada, France, Germany, Italy, Japan, the United States and the European Union.",0,0,0,0,0,0,0,0,0,1,vaccine
806,"| PODCAST | Monkeypox: How it spreads, when to test & why people 42 and up may be protected: The smallpox vaccine provides 85% protection against infection with monkeypox, but South Africa stopped vaccinating people against...",0,0,0,0,0,0,0,0,0,1,vaccine
807,"The New York Times deleted: 'Since Friday, New York City has confirmed at least 39 monkeypox cases and expanded access to a vaccine. Officials h... (url)",0,0,0,0,0,0,0,0,0,1,vaccine
808,"Since Helen has ZERO medical or scientific knowledge (other than Google), she should listen to this video where they compare Spike Proteins for vaccine and Spike Proteins for COVID It tells why Spike Proteins for vaccine ARE NOT DANGEROUS But COVID is",0,0,0,0,0,0,0,0,0,1,vaccine
809,"Yeah this. I'm not a religious person but I believe in spirituality. And before someone mentions vaccines, what happened to mandatory vaccines for school age children? Is it just not being ok with measles, mumps and rubella and tolerating covid? IDK...",0,0,0,0,0,0,0,0,0,1,vaccine
810,"Mhm, mhm.. tell me more about this Covid 19 vaccine",0,0,0,0,0,0,0,0,0,1,vaccine
811,Tallahassee parents scrambling to find COVID vaccines for youngest age group,0,0,0,0,0,0,0,0,0,1,vaccine
812,Court backtracks on Biden's vaccine mandate,0,0,0,0,0,0,0,0,0,1,vaccine
813,Yet again deliberate lying from Johnson about the vaccine approval in Dec 2020. It's about time a stop was put to this -    for heavens sake please do something about it.,0,0,0,0,0,0,0,0,0,1,vaccine
814,Another advance in COVID vaccines.,0,0,0,0,0,0,0,0,0,1,vaccine
815,"And please don't say you are requiring kids to isolate, because they don't RAT test to leave iso. Nor required to test if infected within 90 days. And vaccines poor paediatric uptake and rapidly wane for transmission. So, as I said, doing nothing.",0,0,0,0,0,0,0,1,0,0,vaccine
816,Vaccine save lives!,0,0,0,0,0,0,0,0,0,1,vaccine
817,New COVID Vaccine to be introduced this year,0,0,0,0,0,0,0,0,0,1,vaccine
818,Conservative MPs Met With Anti-Vaccine Leaders Inside Parliament as Convoy Plans to Return to Ottawa,0,0,0,0,0,0,0,0,0,1,vaccine
819,UK to offer vaccine to gay and bisexual men at higher risk of exposure to monkeypox,0,0,0,0,0,0,0,0,0,1,vaccine
820,I have actually been talking about the need for better vaccines for some time now.,1,0,0,0,0,0,0,0,0,0,vaccine
821,Right now 99% of vaccines used in Africa are imported - this is not futureproof. Europe is ready to be Africa's partner in building a strong and resilient local health industrial ecosystem. The future is bright for our EU-Africa healthcare cooperation!,1,0,0,0,0,0,0,0,0,0,vaccine
822,pfizers data shows the vaccine is 95% effective at reducing symptomatic illness,0,0,0,0,0,0,0,0,0,1,vaccine
823,Time to mandate vaccines ??,0,0,0,0,0,0,0,0,0,1,vaccine
824,Politician pushing mandatory vaccines has thoughts about people telling you what to do with your body,0,0,0,0,1,0,0,0,0,0,vaccine
825,"But you were ok with vaccine mandates... you know, telling us what we should do with our bodies. ??",0,0,0,0,1,0,0,0,0,0,vaccine
826,"It has been a wild day in health news. Because of the need for pediatric vaccines for youngest Austinites,  will keep its last mass vaccination clinic open  We've updated this story:",0,0,0,0,0,0,0,0,0,1,vaccine
827,"You keep believing the numbers, as if they weren't propaganda. Let me ask you this, were the restaurants busier before or after the vaccines mandates? That will give you your answer to how many were actually vaccinated. Also...",0,0,0,0,0,0,0,0,0,1,vaccine
828,House passed extending free school meals program-42 GOP opposed the effort. Todays GOP: Voting Yes on Forced Pregnancies / No on Masks & Vaccines / No on feeding kids / No on protecting them from massacres Our Two Parties Are NOT The Same VOTE.0rg,0,0,0,0,1,0,0,1,0,0,vaccine
829,"NYC launched a monkeypox vaccine clinic in Chelsea specifically for sexually active gay men. Right now there are no appointments. They take walk-ins, but I hear it's swamped. Hopefully that changes soon.",0,0,0,0,0,0,0,0,0,1,vaccine
830,"The COVID vaccine isn't gene therapy, Dr. House. Do you know the difference?",0,0,0,0,0,0,0,0,0,1,vaccine
831,"The Army Guard's vaccine percentage is the lowest among the U.S. military - with all the active-duty Army, Navy, Air Force and Marine Corps at 97% or greater and the Air Guard at about 94%.",0,0,0,0,0,0,0,0,0,1,vaccine
832,Vaccine advisers to the US Centers for Disease Control and Prevention voted on Thursday to support recommending the two-dose Moderna Covid-19 vaccine for use in people ages 6 through 17 years old.,0,0,0,0,0,0,0,0,0,1,vaccine
833,"Safe and effective vaccines are now authorized for children as young as 6 months. Dr. Meg Fisher, pediatrician and special advisor to NJDOH, explains why the COVID-19 vaccine is important for children. Schedule an appointment at .",0,0,0,0,0,0,0,0,0,1,vaccine
834,"Doctors Are Concerned 'Botched' Vaccine Rollout Will Hurt Vaccine Usage According to the New England Journal of Medicine, the nation's failed Covid-19 vaccine roll-out is driving Americans to lose faith in all vaccinations. A letter to . . .Read more here:",0,1,0,0,0,0,0,0,0,0,vaccine
835,Norton Health rolls out COVID-19 vaccine to kids as young as 6 months old,0,0,0,0,0,0,0,0,0,1,vaccine
836,Shame that the ongoing fight to eradicate polio by  doesn't get a mention. The fight goes on.  BBC News - Polio: Virus found in London prompts misleading vaccine claims,0,0,0,0,0,0,0,0,0,1,vaccine
837,Sen. Graham Says Economy Will Trump Abortion in November Elections | via     so true!! Especially if people have common sense to know they don't care about your choice or your body! Vaccine mandate Rem?,0,0,0,0,1,0,0,0,0,0,vaccine
838,I just met Justin Young from The Vaccines/The Halloweens at Phoebe Bridgers,0,0,0,0,0,0,0,0,0,1,vaccine
839,"See our flyers here for more information on our vaccine clinic in Waterbury, CT! For ages 6 months to 4 years! Check our flyer for more details.",0,0,0,0,0,0,0,0,0,1,vaccine
840,"I was for medical freedom as it relates to the vaccine ??, masks ??, etc. and I'm for medical freedom now.",0,0,0,0,1,0,0,0,0,0,vaccine
841,"Vials labelled 'VACCINE Coronavirus COVID-19' and a syringe are seen in front of a displayed Novavax logo in this illustration taken December 11, ...Novavax's COVID-19 shot authorized in Taiwan for adults - Reuters",0,0,0,0,0,0,0,0,0,1,vaccine
842,The lottery of vaccines,0,0,0,0,0,0,0,0,0,1,vaccine
843,Only those 70 years old and up are able to book appointments for a fourth dose of the vaccine.,0,0,0,0,0,0,0,0,0,1,vaccine
844,Right...like that dastardly experiment we were all subjected to...polio & smallpox vaccines.,0,0,1,0,0,0,0,0,0,0,vaccine
